date,time,temperature,humidity,mq2_Smoke,mq5_CH4,mq5_LPG,mq7_CO,M_fire,M_gas,Warning_fire,Warning_gas,Detailed_Analysis_Fire,Detailed_Analysis_Gas,Mode,Relay1,Relay2,Relay3,Relay4,
4/11/2025,20:49:03,29.123,71.332,14.52771,26.61789,18.57869,14.80975,27.62204,0.371,An toan,An toan,"Nhi?t ?? 29.1?C, ?? ?m 71.3%, Kh? CO th?p (14.8 ppm), M?c ch?y: An to?n","Kh? CH4 (26.6 ppm), LPG (18.6 ppm), CO (14.8 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,20:50:31,30.721,71.512,15.8055,25.53897,18.4958,13.19234,18.76014,0.36243,An toan,An toan,"Nhi?t ?? 30.7?C, ?? ?m 71.5%, Kh? CO th?p (13.2 ppm), M?c ch?y: An to?n","Kh? CH4 (25.5 ppm), LPG (18.5 ppm), CO (13.2 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,20:59:11,29.919,78.535,15.66622,24.05222,17.98133,14.41983,26.57474,0.83652,An toan,An toan,"Nhi?t ?? 29.9?C, ?? ?m 78.5%, Kh? CO th?p (14.4 ppm), M?c ch?y: An to?n","Kh? CH4 (24.1 ppm), LPG (18.0 ppm), CO (14.4 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,21:08:23,29.542,72.94,15.06956,25.71112,19.96287,13.27909,26.04357,0.42972,An toan,An toan,"Nhi?t ?? 29.5?C, ?? ?m 72.9%, Kh? CO th?p (13.3 ppm), M?c ch?y: An to?n","Kh? CH4 (25.7 ppm), LPG (20.0 ppm), CO (13.3 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,21:08:53,29.691,79.898,15.00316,25.9043,19.81793,13.88027,28.26774,0.75601,An toan,An toan,"Nhi?t ?? 29.7?C, ?? ?m 79.9%, Kh? CO th?p (13.9 ppm), M?c ch?y: An to?n","Kh? CH4 (25.9 ppm), LPG (19.8 ppm), CO (13.9 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,21:11:07,30.439,79.702,14.56082,26.97243,19.96452,13.36059,20.63173,0.15739,An toan,An toan,"Nhi?t ?? 30.4?C, ?? ?m 79.7%, Kh? CO th?p (13.4 ppm), M?c ch?y: An to?n","Kh? CH4 (27.0 ppm), LPG (20.0 ppm), CO (13.4 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,21:13:28,30.988,75.845,15.681,25.92797,18.57344,13.92095,12.03362,0.33254,An toan,An toan,"Nhi?t ?? 31.0?C, ?? ?m 75.8%, Kh? CO th?p (13.9 ppm), M?c ch?y: An to?n","Kh? CH4 (25.9 ppm), LPG (18.6 ppm), CO (13.9 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,21:15:10,29.46,79.334,15.5323,24.85812,19.86919,14.44041,17.97946,0.84718,An toan,An toan,"Nhi?t ?? 29.5?C, ?? ?m 79.3%, Kh? CO th?p (14.4 ppm), M?c ch?y: An to?n","Kh? CH4 (24.9 ppm), LPG (19.9 ppm), CO (14.4 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,21:15:33,30.838,76.738,15.50363,25.39913,17.79448,13.88639,16.62973,0.36562,An toan,An toan,"Nhi?t ?? 30.8?C, ?? ?m 76.7%, Kh? CO th?p (13.9 ppm), M?c ch?y: An to?n","Kh? CH4 (25.4 ppm), LPG (17.8 ppm), CO (13.9 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,21:26:05,30.711,75.573,14.12291,24.90867,18.37437,13.64717,18.26553,0.92835,An toan,An toan,"Nhi?t ?? 30.7?C, ?? ?m 75.6%, Kh? CO th?p (13.6 ppm), M?c ch?y: An to?n","Kh? CH4 (24.9 ppm), LPG (18.4 ppm), CO (13.6 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,21:28:14,29.527,76.423,15.12959,26.40808,19.64205,14.93892,21.82397,0.38358,An toan,An toan,"Nhi?t ?? 29.5?C, ?? ?m 76.4%, Kh? CO th?p (14.9 ppm), M?c ch?y: An to?n","Kh? CH4 (26.4 ppm), LPG (19.6 ppm), CO (14.9 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,21:28:48,29.316,70.653,15.93665,24.92538,19.19929,14.04848,14.81491,0.70941,An toan,An toan,"Nhi?t ?? 29.3?C, ?? ?m 70.7%, Kh? CO th?p (14.0 ppm), M?c ch?y: An to?n","Kh? CH4 (24.9 ppm), LPG (19.2 ppm), CO (14.0 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,21:36:42,29.826,70.413,15.17258,25.70657,19.93751,14.92208,19.33364,0.55766,An toan,An toan,"Nhi?t ?? 29.8?C, ?? ?m 70.4%, Kh? CO th?p (14.9 ppm), M?c ch?y: An to?n","Kh? CH4 (25.7 ppm), LPG (19.9 ppm), CO (14.9 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,21:36:56,30.788,77.006,14.06425,24.71969,19.69224,13.88559,23.5565,0.81545,An toan,An toan,"Nhi?t ?? 30.8?C, ?? ?m 77.0%, Kh? CO th?p (13.9 ppm), M?c ch?y: An to?n","Kh? CH4 (24.7 ppm), LPG (19.7 ppm), CO (13.9 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,21:38:40,29.697,75.76,15.67145,25.78549,19.25201,14.77683,12.79931,0.24088,An toan,An toan,"Nhi?t ?? 29.7?C, ?? ?m 75.8%, Kh? CO th?p (14.8 ppm), M?c ch?y: An to?n","Kh? CH4 (25.8 ppm), LPG (19.3 ppm), CO (14.8 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,21:43:30,30.376,75.524,14.39709,25.66402,19.94077,14.75619,10.11244,0.84224,An toan,An toan,"Nhi?t ?? 30.4?C, ?? ?m 75.5%, Kh? CO th?p (14.8 ppm), M?c ch?y: An to?n","Kh? CH4 (25.7 ppm), LPG (19.9 ppm), CO (14.8 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,21:43:42,29.309,71.603,15.28338,26.46936,17.25299,14.32206,11.12209,0.41579,An toan,An toan,"Nhi?t ?? 29.3?C, ?? ?m 71.6%, Kh? CO th?p (14.3 ppm), M?c ch?y: An to?n","Kh? CH4 (26.5 ppm), LPG (17.3 ppm), CO (14.3 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,21:46:35,30.041,77.593,15.11621,25.54577,18.09541,14.78384,20.77176,0.97276,An toan,An toan,"Nhi?t ?? 30.0?C, ?? ?m 77.6%, Kh? CO th?p (14.8 ppm), M?c ch?y: An to?n","Kh? CH4 (25.5 ppm), LPG (18.1 ppm), CO (14.8 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,21:51:22,29.827,77.326,15.64281,24.38059,17.42648,14.15371,19.73657,0.43589,An toan,An toan,"Nhi?t ?? 29.8?C, ?? ?m 77.3%, Kh? CO th?p (14.2 ppm), M?c ch?y: An to?n","Kh? CH4 (24.4 ppm), LPG (17.4 ppm), CO (14.2 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,21:51:40,30.626,76.237,15.16583,26.96254,17.97352,13.66896,22.34105,0.91905,An toan,An toan,"Nhi?t ?? 30.6?C, ?? ?m 76.2%, Kh? CO th?p (13.7 ppm), M?c ch?y: An to?n","Kh? CH4 (27.0 ppm), LPG (18.0 ppm), CO (13.7 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,21:54:17,30.966,75.322,14.54999,24.62518,19.14202,14.33238,29.63995,0.40408,An toan,An toan,"Nhi?t ?? 31.0?C, ?? ?m 75.3%, Kh? CO th?p (14.3 ppm), M?c ch?y: An to?n","Kh? CH4 (24.6 ppm), LPG (19.1 ppm), CO (14.3 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,21:55:05,30.613,73.348,15.46335,25.21844,18.10209,13.52898,20.3799,0.72188,An toan,An toan,"Nhi?t ?? 30.6?C, ?? ?m 73.3%, Kh? CO th?p (13.5 ppm), M?c ch?y: An to?n","Kh? CH4 (25.2 ppm), LPG (18.1 ppm), CO (13.5 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,21:56:32,30.726,77.765,14.0239,25.63173,19.57721,14.80867,21.31138,0.46889,An toan,An toan,"Nhi?t ?? 30.7?C, ?? ?m 77.8%, Kh? CO th?p (14.8 ppm), M?c ch?y: An to?n","Kh? CH4 (25.6 ppm), LPG (19.6 ppm), CO (14.8 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,22:00:32,29.711,74.476,15.90703,25.59113,17.92224,14.75984,28.99945,0.42805,An toan,An toan,"Nhi?t ?? 29.7?C, ?? ?m 74.5%, Kh? CO th?p (14.8 ppm), M?c ch?y: An to?n","Kh? CH4 (25.6 ppm), LPG (17.9 ppm), CO (14.8 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,22:01:49,29.943,69.245,14.56909,24.33986,19.14777,13.09605,22.7028,0.76228,An toan,An toan,"Nhi?t ?? 29.9?C, ?? ?m 69.2%, Kh? CO th?p (13.1 ppm), M?c ch?y: An to?n","Kh? CH4 (24.3 ppm), LPG (19.1 ppm), CO (13.1 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,22:05:08,30.372,71.635,14.13684,25.03788,18.38039,14.46202,19.67496,0.45884,An toan,An toan,"Nhi?t ?? 30.4?C, ?? ?m 71.6%, Kh? CO th?p (14.5 ppm), M?c ch?y: An to?n","Kh? CH4 (25.0 ppm), LPG (18.4 ppm), CO (14.5 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,22:10:04,29.808,71.277,15.96042,24.54094,18.05204,13.4064,17.64013,0.23663,An toan,An toan,"Nhi?t ?? 29.8?C, ?? ?m 71.3%, Kh? CO th?p (13.4 ppm), M?c ch?y: An to?n","Kh? CH4 (24.5 ppm), LPG (18.1 ppm), CO (13.4 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,22:12:20,30.539,79.535,15.7209,25.47811,19.38951,13.74147,25.30524,0.57809,An toan,An toan,"Nhi?t ?? 30.5?C, ?? ?m 79.5%, Kh? CO th?p (13.7 ppm), M?c ch?y: An to?n","Kh? CH4 (25.5 ppm), LPG (19.4 ppm), CO (13.7 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,22:14:09,29.374,77.981,15.4236,25.41646,17.41559,14.93564,26.90137,0.59105,An toan,An toan,"Nhi?t ?? 29.4?C, ?? ?m 78.0%, Kh? CO th?p (14.9 ppm), M?c ch?y: An to?n","Kh? CH4 (25.4 ppm), LPG (17.4 ppm), CO (14.9 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,22:14:42,29.117,70.734,15.56592,25.3461,17.71257,13.39952,14.87873,0.34847,An toan,An toan,"Nhi?t ?? 29.1?C, ?? ?m 70.7%, Kh? CO th?p (13.4 ppm), M?c ch?y: An to?n","Kh? CH4 (25.3 ppm), LPG (17.7 ppm), CO (13.4 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,22:17:43,30.994,75.855,14.6067,25.39647,19.574,14.54082,13.49076,0.9054,An toan,An toan,"Nhi?t ?? 31.0?C, ?? ?m 75.9%, Kh? CO th?p (14.5 ppm), M?c ch?y: An to?n","Kh? CH4 (25.4 ppm), LPG (19.6 ppm), CO (14.5 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,22:22:00,29.683,70.823,15.53406,26.57799,17.29189,13.62594,21.92297,0.98538,An toan,An toan,"Nhi?t ?? 29.7?C, ?? ?m 70.8%, Kh? CO th?p (13.6 ppm), M?c ch?y: An to?n","Kh? CH4 (26.6 ppm), LPG (17.3 ppm), CO (13.6 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,22:23:45,29.103,77.202,14.37876,24.55887,18.52015,14.39937,25.37629,0.10518,An toan,An toan,"Nhi?t ?? 29.1?C, ?? ?m 77.2%, Kh? CO th?p (14.4 ppm), M?c ch?y: An to?n","Kh? CH4 (24.6 ppm), LPG (18.5 ppm), CO (14.4 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,22:24:57,29.914,73.31,15.87885,25.98089,17.93321,13.3991,12.20402,0.85959,An toan,An toan,"Nhi?t ?? 29.9?C, ?? ?m 73.3%, Kh? CO th?p (13.4 ppm), M?c ch?y: An to?n","Kh? CH4 (26.0 ppm), LPG (17.9 ppm), CO (13.4 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,22:25:34,29.11,74.278,14.07347,26.96326,19.67411,13.89217,24.02147,0.57033,An toan,An toan,"Nhi?t ?? 29.1?C, ?? ?m 74.3%, Kh? CO th?p (13.9 ppm), M?c ch?y: An to?n","Kh? CH4 (27.0 ppm), LPG (19.7 ppm), CO (13.9 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,22:29:09,30.804,70.564,14.5567,26.94128,18.88181,13.6262,24.29776,0.14436,An toan,An toan,"Nhi?t ?? 30.8?C, ?? ?m 70.6%, Kh? CO th?p (13.6 ppm), M?c ch?y: An to?n","Kh? CH4 (26.9 ppm), LPG (18.9 ppm), CO (13.6 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,22:36:13,29.47,70.486,14.19316,25.55712,18.11003,14.22058,29.03116,0.46075,An toan,An toan,"Nhi?t ?? 29.5?C, ?? ?m 70.5%, Kh? CO th?p (14.2 ppm), M?c ch?y: An to?n","Kh? CH4 (25.6 ppm), LPG (18.1 ppm), CO (14.2 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,22:36:51,30.7,71.681,15.88496,24.55032,18.33148,13.59593,16.93739,0.14331,An toan,An toan,"Nhi?t ?? 30.7?C, ?? ?m 71.7%, Kh? CO th?p (13.6 ppm), M?c ch?y: An to?n","Kh? CH4 (24.6 ppm), LPG (18.3 ppm), CO (13.6 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,22:45:48,30.531,76.975,14.8229,24.53703,18.44066,14.58348,12.22629,0.32361,An toan,An toan,"Nhi?t ?? 30.5?C, ?? ?m 77.0%, Kh? CO th?p (14.6 ppm), M?c ch?y: An to?n","Kh? CH4 (24.5 ppm), LPG (18.4 ppm), CO (14.6 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,22:47:00,30.38,71.782,14.13556,26.65843,17.57414,14.22884,14.37338,0.38308,An toan,An toan,"Nhi?t ?? 30.4?C, ?? ?m 71.8%, Kh? CO th?p (14.2 ppm), M?c ch?y: An to?n","Kh? CH4 (26.7 ppm), LPG (17.6 ppm), CO (14.2 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,22:53:49,29.416,74.585,14.90301,26.8977,18.8906,14.7967,15.03374,0.15079,An toan,An toan,"Nhi?t ?? 29.4?C, ?? ?m 74.6%, Kh? CO th?p (14.8 ppm), M?c ch?y: An to?n","Kh? CH4 (26.9 ppm), LPG (18.9 ppm), CO (14.8 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,22:54:03,29.45,71.48,14.80692,26.1667,19.10842,13.84626,29.41521,0.70221,An toan,An toan,"Nhi?t ?? 29.5?C, ?? ?m 71.5%, Kh? CO th?p (13.8 ppm), M?c ch?y: An to?n","Kh? CH4 (26.2 ppm), LPG (19.1 ppm), CO (13.8 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,22:57:42,29.094,69.136,14.49821,26.00666,19.90888,14.91769,19.36639,0.98636,An toan,An toan,"Nhi?t ?? 29.1?C, ?? ?m 69.1%, Kh? CO th?p (14.9 ppm), M?c ch?y: An to?n","Kh? CH4 (26.0 ppm), LPG (19.9 ppm), CO (14.9 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,23:03:05,30.738,71.901,14.03689,24.82552,18.54557,13.4911,19.22181,0.11215,An toan,An toan,"Nhi?t ?? 30.7?C, ?? ?m 71.9%, Kh? CO th?p (13.5 ppm), M?c ch?y: An to?n","Kh? CH4 (24.8 ppm), LPG (18.5 ppm), CO (13.5 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,23:05:24,30.703,72.066,15.23876,24.23261,18.27573,13.0442,28.38805,0.67799,An toan,An toan,"Nhi?t ?? 30.7?C, ?? ?m 72.1%, Kh? CO th?p (13.0 ppm), M?c ch?y: An to?n","Kh? CH4 (24.2 ppm), LPG (18.3 ppm), CO (13.0 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,23:09:47,30.86,79.725,14.24664,25.57542,18.93795,13.05367,23.54169,0.34281,An toan,An toan,"Nhi?t ?? 30.9?C, ?? ?m 79.7%, Kh? CO th?p (13.1 ppm), M?c ch?y: An to?n","Kh? CH4 (25.6 ppm), LPG (18.9 ppm), CO (13.1 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,23:12:15,30.39,78.578,14.04878,24.31824,17.94626,13.38913,19.13296,0.39557,An toan,An toan,"Nhi?t ?? 30.4?C, ?? ?m 78.6%, Kh? CO th?p (13.4 ppm), M?c ch?y: An to?n","Kh? CH4 (24.3 ppm), LPG (17.9 ppm), CO (13.4 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,23:13:55,30.534,69.079,15.43546,26.49366,17.12886,14.08351,28.58187,0.92452,An toan,An toan,"Nhi?t ?? 30.5?C, ?? ?m 69.1%, Kh? CO th?p (14.1 ppm), M?c ch?y: An to?n","Kh? CH4 (26.5 ppm), LPG (17.1 ppm), CO (14.1 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,23:15:38,30.124,76.605,14.1553,24.76779,18.11489,14.24572,20.06785,0.46999,An toan,An toan,"Nhi?t ?? 30.1?C, ?? ?m 76.6%, Kh? CO th?p (14.2 ppm), M?c ch?y: An to?n","Kh? CH4 (24.8 ppm), LPG (18.1 ppm), CO (14.2 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,23:20:35,30.922,75.572,14.25069,25.32584,19.60995,14.40823,28.84613,0.48477,An toan,An toan,"Nhi?t ?? 30.9?C, ?? ?m 75.6%, Kh? CO th?p (14.4 ppm), M?c ch?y: An to?n","Kh? CH4 (25.3 ppm), LPG (19.6 ppm), CO (14.4 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,23:21:56,30.9,76.8,15.82624,24.50169,19.16833,13.65848,21.31067,0.44773,An toan,An toan,"Nhi?t ?? 30.9?C, ?? ?m 76.8%, Kh? CO th?p (13.7 ppm), M?c ch?y: An to?n","Kh? CH4 (24.5 ppm), LPG (19.2 ppm), CO (13.7 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,23:25:11,29.318,69.279,15.18409,25.62549,18.92676,13.14651,18.3741,0.71987,An toan,An toan,"Nhi?t ?? 29.3?C, ?? ?m 69.3%, Kh? CO th?p (13.1 ppm), M?c ch?y: An to?n","Kh? CH4 (25.6 ppm), LPG (18.9 ppm), CO (13.1 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,23:28:38,30.339,72.273,15.95271,25.27319,17.95935,14.06474,21.68841,0.19183,An toan,An toan,"Nhi?t ?? 30.3?C, ?? ?m 72.3%, Kh? CO th?p (14.1 ppm), M?c ch?y: An to?n","Kh? CH4 (25.3 ppm), LPG (18.0 ppm), CO (14.1 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,23:28:45,30.982,79.954,15.32839,26.77425,19.63379,13.88683,16.30225,0.5526,An toan,An toan,"Nhi?t ?? 31.0?C, ?? ?m 80.0%, Kh? CO th?p (13.9 ppm), M?c ch?y: An to?n","Kh? CH4 (26.8 ppm), LPG (19.6 ppm), CO (13.9 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,23:29:38,29.69,74.536,14.11926,26.41869,18.35116,13.49166,10.41807,0.45968,An toan,An toan,"Nhi?t ?? 29.7?C, ?? ?m 74.5%, Kh? CO th?p (13.5 ppm), M?c ch?y: An to?n","Kh? CH4 (26.4 ppm), LPG (18.4 ppm), CO (13.5 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,23:31:02,29.671,72.461,14.08862,24.75994,17.67473,13.88951,27.7303,0.71858,An toan,An toan,"Nhi?t ?? 29.7?C, ?? ?m 72.5%, Kh? CO th?p (13.9 ppm), M?c ch?y: An to?n","Kh? CH4 (24.8 ppm), LPG (17.7 ppm), CO (13.9 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,23:37:54,29.804,73.375,15.32754,24.67443,17.29354,13.37443,29.51314,0.16596,An toan,An toan,"Nhi?t ?? 29.8?C, ?? ?m 73.4%, Kh? CO th?p (13.4 ppm), M?c ch?y: An to?n","Kh? CH4 (24.7 ppm), LPG (17.3 ppm), CO (13.4 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,23:39:32,29.372,78.937,14.07427,24.11544,18.39653,13.8732,26.38895,0.68897,An toan,An toan,"Nhi?t ?? 29.4?C, ?? ?m 78.9%, Kh? CO th?p (13.9 ppm), M?c ch?y: An to?n","Kh? CH4 (24.1 ppm), LPG (18.4 ppm), CO (13.9 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,23:40:03,30.392,74.595,14.96878,26.92841,18.36353,14.9796,23.15862,0.38035,An toan,An toan,"Nhi?t ?? 30.4?C, ?? ?m 74.6%, Kh? CO th?p (15.0 ppm), M?c ch?y: An to?n","Kh? CH4 (26.9 ppm), LPG (18.4 ppm), CO (15.0 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,23:45:39,29.494,70.87,14.11866,25.06101,18.0123,14.75519,21.286,0.58989,An toan,An toan,"Nhi?t ?? 29.5?C, ?? ?m 70.9%, Kh? CO th?p (14.8 ppm), M?c ch?y: An to?n","Kh? CH4 (25.1 ppm), LPG (18.0 ppm), CO (14.8 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,23:47:08,29.285,73.479,14.90506,25.53044,18.87242,14.21594,18.06048,0.43454,An toan,An toan,"Nhi?t ?? 29.3?C, ?? ?m 73.5%, Kh? CO th?p (14.2 ppm), M?c ch?y: An to?n","Kh? CH4 (25.5 ppm), LPG (18.9 ppm), CO (14.2 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,23:47:11,29.4,72.291,15.50834,26.46407,18.83438,13.34296,10.37602,0.4199,An toan,An toan,"Nhi?t ?? 29.4?C, ?? ?m 72.3%, Kh? CO th?p (13.3 ppm), M?c ch?y: An to?n","Kh? CH4 (26.5 ppm), LPG (18.8 ppm), CO (13.3 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
4/11/2025,23:59:55,29.181,73.596,14.37134,25.47377,18.79703,14.43178,14.12617,0.43552,An toan,An toan,"Nhi?t ?? 29.2?C, ?? ?m 73.6%, Kh? CO th?p (14.4 ppm), M?c ch?y: An to?n","Kh? CH4 (25.5 ppm), LPG (18.8 ppm), CO (14.4 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,0:04:09,30.372,79.086,14.81031,25.03396,18.40813,14.6991,10.6199,0.94458,An toan,An toan,"Nhi?t ?? 30.4?C, ?? ?m 79.1%, Kh? CO th?p (14.7 ppm), M?c ch?y: An to?n","Kh? CH4 (25.0 ppm), LPG (18.4 ppm), CO (14.7 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,0:05:45,30.596,69.398,14.56368,26.06752,19.45265,13.53237,22.15072,0.41394,An toan,An toan,"Nhi?t ?? 30.6?C, ?? ?m 69.4%, Kh? CO th?p (13.5 ppm), M?c ch?y: An to?n","Kh? CH4 (26.1 ppm), LPG (19.5 ppm), CO (13.5 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,0:08:26,30.357,74.224,15.51438,25.08088,18.76252,13.03916,16.60447,0.65016,An toan,An toan,"Nhi?t ?? 30.4?C, ?? ?m 74.2%, Kh? CO th?p (13.0 ppm), M?c ch?y: An to?n","Kh? CH4 (25.1 ppm), LPG (18.8 ppm), CO (13.0 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,0:12:22,29.717,71.464,15.8508,26.40826,18.09529,14.43023,16.56104,0.71727,An toan,An toan,"Nhi?t ?? 29.7?C, ?? ?m 71.5%, Kh? CO th?p (14.4 ppm), M?c ch?y: An to?n","Kh? CH4 (26.4 ppm), LPG (18.1 ppm), CO (14.4 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,0:15:24,30.731,69.02,15.84245,26.97236,17.97205,13.06783,20.89666,0.75008,An toan,An toan,"Nhi?t ?? 30.7?C, ?? ?m 69.0%, Kh? CO th?p (13.1 ppm), M?c ch?y: An to?n","Kh? CH4 (27.0 ppm), LPG (18.0 ppm), CO (13.1 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,0:16:53,29.378,75.031,14.24034,25.11496,18.36952,14.37661,24.49778,0.32422,An toan,An toan,"Nhi?t ?? 29.4?C, ?? ?m 75.0%, Kh? CO th?p (14.4 ppm), M?c ch?y: An to?n","Kh? CH4 (25.1 ppm), LPG (18.4 ppm), CO (14.4 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,0:17:01,30.115,72.137,15.00619,26.74382,19.30948,13.61809,29.40421,0.56177,An toan,An toan,"Nhi?t ?? 30.1?C, ?? ?m 72.1%, Kh? CO th?p (13.6 ppm), M?c ch?y: An to?n","Kh? CH4 (26.7 ppm), LPG (19.3 ppm), CO (13.6 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,0:21:11,29.077,74.316,15.73188,24.33973,17.9369,13.935,18.05632,0.6598,An toan,An toan,"Nhi?t ?? 29.1?C, ?? ?m 74.3%, Kh? CO th?p (13.9 ppm), M?c ch?y: An to?n","Kh? CH4 (24.3 ppm), LPG (17.9 ppm), CO (13.9 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
