Date,Time,Temp,Humidity,Mq2,Mq5,Mq9,Flame,M_gas,M_fire,dangerType,Warning
06/07/2025,04:14:00,33.02,65.03,164.37,301.92,182.31,0,9.02,26.58,An toan,An toan
06/07/2025,04:16:00,33.36,66.61,166.94,299.95,172.14,0,4.78,25.4,An toan,An toan
06/07/2025,04:18:00,32.07,65.05,164.58,293.03,175.91,0,4.94,22.07,An toan,An toan
06/07/2025,04:20:00,33.59,66.05,185.6,304.69,168.62,0,7.38,39.49,An toan,An toan
06/07/2025,04:22:00,33.1,64.26,177.68,324.28,171.64,0,9.28,30.81,An toan,An toan
06/07/2025,04:24:00,33.3,65.53,203.16,309.54,182.0,0,4.96,26.48,An toan,An toan
06/07/2025,04:26:00,32.55,65.65,167.92,283.95,186.72,0,4.0,26.38,An toan,An toan
06/07/2025,04:28:00,32.32,64.77,158.64,319.82,179.6,0,6.18,36.86,An toan,An toan
06/07/2025,04:30:00,33.51,66.09,158.28,344.57,172.9,0,8.81,24.94,An toan,An toan
06/07/2025,04:32:00,32.91,64.77,173.02,314.19,188.57,0,7.15,37.56,An toan,An toan
06/07/2025,04:34:00,32.55,65.63,171.27,294.57,179.65,0,7.96,33.73,An toan,An toan
06/07/2025,04:36:00,33.64,66.7,152.67,311.62,173.88,0,5.44,30.0,An toan,An toan
06/07/2025,04:38:00,33.11,65.05,162.88,301.36,183.1,0,5.27,34.07,An toan,An toan
06/07/2025,04:40:00,33.38,65.79,149.62,310.39,166.78,0,6.12,28.44,An toan,An toan
06/07/2025,04:42:00,32.47,65.11,191.25,312.64,188.95,0,4.24,28.43,An toan,An toan
06/07/2025,04:44:00,33.25,65.32,175.64,292.0,181.12,0,8.74,27.91,An toan,An toan
06/07/2025,04:46:00,32.69,64.5,187.18,353.08,171.38,0,6.85,38.35,An toan,An toan
06/07/2025,04:48:00,32.75,65.74,158.87,303.28,172.33,0,4.99,25.62,An toan,An toan
06/07/2025,04:50:00,32.99,66.42,166.89,312.16,196.13,0,8.55,39.01,An toan,An toan
06/07/2025,04:52:00,33.39,66.25,181.98,309.27,169.32,0,8.51,26.52,An toan,An toan
06/07/2025,04:54:00,32.26,66.57,169.94,294.48,158.31,0,8.33,21.82,An toan,An toan
06/07/2025,04:56:00,33.29,66.01,155.53,292.32,184.61,0,7.26,37.1,An toan,An toan
06/07/2025,04:58:00,33.22,64.44,170.72,297.74,177.75,0,4.06,31.21,An toan,An toan
06/07/2025,05:00:00,34.43,65.24,151.25,307.51,174.73,0,6.17,33.57,An toan,An toan
06/07/2025,05:02:00,34.39,65.07,129.13,313.74,184.89,0,8.13,31.81,An toan,An toan
06/07/2025,05:04:00,32.95,64.58,159.48,337.97,180.88,0,9.17,28.65,An toan,An toan
06/07/2025,05:06:00,33.91,66.41,167.35,264.86,164.52,0,6.7,31.21,An toan,An toan
06/07/2025,05:08:00,33.92,63.29,168.37,299.2,179.4,0,9.8,26.72,An toan,An toan
06/07/2025,05:10:00,32.6,65.86,169.12,326.44,167.47,0,7.36,36.99,An toan,An toan
06/07/2025,05:12:00,32.8,66.72,151.02,354.82,203.14,0,9.83,30.3,An toan,An toan
06/07/2025,05:14:00,32.35,64.99,177.97,326.91,180.63,0,4.0,21.97,An toan,An toan
06/07/2025,05:16:00,34.02,64.33,166.91,324.49,173.11,0,8.06,25.51,An toan,An toan
06/07/2025,05:18:00,33.83,63.99,195.26,302.24,196.88,0,7.4,38.51,An toan,An toan
06/07/2025,05:20:00,33.25,65.54,167.8,303.42,184.95,0,7.98,36.15,An toan,An toan
06/07/2025,05:22:00,33.0,65.53,174.22,309.72,178.83,0,8.15,33.46,An toan,An toan
06/07/2025,05:24:00,33.3,66.07,177.0,308.29,178.9,0,7.2,35.86,An toan,An toan
06/07/2025,05:26:00,34.27,64.79,163.72,321.24,175.72,0,7.14,32.9,An toan,An toan
06/07/2025,05:28:00,32.78,63.56,175.18,320.75,163.16,0,6.78,21.64,An toan,An toan
06/07/2025,05:30:00,33.48,64.28,144.16,327.35,169.17,0,8.83,21.0,An toan,An toan
06/07/2025,05:32:00,33.07,68.0,179.17,297.58,206.46,0,5.56,38.71,An toan,An toan
06/07/2025,05:34:00,33.16,65.74,176.27,282.69,179.56,0,9.27,33.31,An toan,An toan
06/07/2025,05:36:00,33.2,63.95,172.89,271.17,170.31,0,5.85,27.17,An toan,An toan
06/07/2025,05:38:00,33.77,63.72,165.97,312.8,166.16,0,9.28,39.76,An toan,An toan
06/07/2025,05:40:00,32.99,66.86,179.42,305.32,186.04,0,9.31,34.77,An toan,An toan
06/07/2025,05:42:00,33.34,63.52,158.23,316.69,196.02,0,9.25,25.17,An toan,An toan
06/07/2025,05:44:00,33.93,65.62,169.03,303.56,202.55,0,4.8,24.49,An toan,An toan
06/07/2025,05:46:00,33.38,65.16,173.31,303.88,174.88,0,6.87,37.41,An toan,An toan
06/07/2025,05:48:00,33.55,67.64,167.0,299.2,159.9,0,5.91,23.59,An toan,An toan
06/07/2025,05:50:00,33.62,64.71,162.33,333.06,183.38,0,9.73,37.02,An toan,An toan
06/07/2025,05:52:00,34.09,65.05,134.66,298.36,195.58,0,9.4,30.69,An toan,An toan
06/07/2025,05:54:00,34.23,64.38,200.96,317.53,181.9,0,5.36,25.16,An toan,An toan
06/07/2025,05:56:00,33.96,65.98,161.16,302.0,194.69,0,5.28,36.17,An toan,An toan
06/07/2025,05:58:00,33.74,63.84,174.9,311.49,192.49,0,7.68,39.84,An toan,An toan
06/07/2025,06:00:00,34.29,64.32,163.89,311.22,176.7,0,7.74,23.61,An toan,An toan
06/07/2025,06:02:00,33.63,65.76,174.88,306.56,171.77,0,6.48,25.49,An toan,An toan
06/07/2025,06:04:00,34.09,64.14,153.12,298.61,182.49,0,9.17,34.06,An toan,An toan
06/07/2025,06:06:00,33.8,65.65,187.31,291.1,177.57,0,5.02,25.6,An toan,An toan
06/07/2025,06:08:00,33.9,65.09,197.73,267.53,181.45,0,6.06,31.11,An toan,An toan
06/07/2025,06:10:00,33.23,66.82,164.09,300.61,178.04,0,5.73,27.83,An toan,An toan
06/07/2025,06:12:00,33.32,62.98,164.57,302.92,178.84,0,7.01,33.1,An toan,An toan
06/07/2025,06:14:00,33.93,64.02,180.18,274.42,181.78,0,4.79,21.54,An toan,An toan
06/07/2025,06:16:00,33.02,65.58,168.78,263.34,176.81,0,4.1,31.25,An toan,An toan
06/07/2025,06:18:00,33.67,65.38,161.58,291.01,183.83,0,4.26,32.64,An toan,An toan
06/07/2025,06:20:00,34.2,62.99,161.91,293.6,183.88,0,4.56,31.32,An toan,An toan
06/07/2025,06:22:00,33.8,66.61,176.28,292.11,181.29,0,5.73,26.89,An toan,An toan
06/07/2025,06:24:00,34.56,65.14,166.05,328.8,182.26,0,6.81,39.81,An toan,An toan
06/07/2025,06:26:00,33.95,66.08,160.29,252.63,190.77,0,4.8,23.31,An toan,An toan
06/07/2025,06:28:00,33.42,64.74,169.0,293.39,184.65,0,9.63,28.93,An toan,An toan
06/07/2025,06:30:00,32.83,65.12,167.89,331.51,189.08,0,9.42,20.28,An toan,An toan
06/07/2025,06:32:00,34.13,66.77,154.73,334.31,168.49,0,5.5,22.24,An toan,An toan
06/07/2025,06:34:00,35.01,65.76,176.25,268.99,172.99,0,7.89,29.64,An toan,An toan
06/07/2025,06:36:00,33.74,65.66,185.0,284.51,160.0,0,8.71,37.01,An toan,An toan
06/07/2025,06:38:00,34.04,64.21,172.15,283.97,206.35,0,7.15,35.66,An toan,An toan
06/07/2025,06:40:00,33.17,64.76,185.73,272.52,181.85,0,7.67,39.15,An toan,An toan
06/07/2025,06:42:00,32.61,65.67,186.14,295.63,173.69,0,5.18,35.45,An toan,An toan
06/07/2025,06:44:00,34.32,66.38,164.96,299.13,186.84,0,4.95,35.8,An toan,An toan
06/07/2025,06:46:00,34.5,63.52,205.62,292.28,177.57,0,8.42,25.54,An toan,An toan
06/07/2025,06:48:00,33.67,65.81,169.2,301.01,167.92,0,6.76,38.31,An toan,An toan
06/07/2025,06:50:00,33.36,65.55,176.59,293.92,208.47,0,5.1,35.61,An toan,An toan
06/07/2025,06:52:00,33.53,62.78,157.04,314.03,180.71,0,8.04,22.65,An toan,An toan
06/07/2025,06:54:00,34.25,63.1,169.3,313.43,157.02,0,5.36,33.69,An toan,An toan
06/07/2025,06:56:00,33.29,66.01,162.89,307.64,174.2,0,7.83,27.11,An toan,An toan
06/07/2025,06:58:00,33.98,65.62,171.52,322.45,187.52,0,5.7,23.91,An toan,An toan
06/07/2025,07:00:00,33.8,65.62,160.05,284.8,163.58,0,5.82,28.15,An toan,An toan
06/07/2025,07:02:00,33.86,64.91,181.47,291.86,192.29,0,7.43,32.87,An toan,An toan
06/07/2025,07:04:00,33.82,65.3,202.88,317.74,187.25,0,4.52,38.3,An toan,An toan
06/07/2025,07:06:00,32.94,65.68,143.9,237.48,185.54,0,5.01,20.71,An toan,An toan
06/07/2025,07:08:00,34.26,66.63,155.32,320.38,181.92,0,4.36,27.3,An toan,An toan
06/07/2025,07:10:00,34.02,65.34,183.83,265.95,165.95,0,4.33,20.42,An toan,An toan
06/07/2025,07:12:00,33.22,66.09,183.01,313.66,192.02,0,6.84,32.42,An toan,An toan
06/07/2025,07:14:00,34.07,63.51,151.89,301.49,164.45,0,4.02,35.54,An toan,An toan
06/07/2025,07:16:00,33.36,66.27,140.59,274.4,180.73,0,5.09,37.38,An toan,An toan
06/07/2025,07:18:00,32.8,65.29,143.9,291.18,165.79,0,8.2,26.52,An toan,An toan
06/07/2025,07:20:00,33.22,66.17,195.04,290.57,181.27,0,8.3,34.24,An toan,An toan
06/07/2025,07:22:00,33.38,64.86,183.62,302.64,182.9,0,5.57,20.13,An toan,An toan
06/07/2025,07:24:00,34.12,65.19,162.07,285.73,186.75,0,8.29,27.98,An toan,An toan
06/07/2025,07:26:00,33.92,63.78,183.81,296.26,179.57,0,9.09,37.94,An toan,An toan
06/07/2025,07:28:00,33.75,66.22,149.88,333.74,190.88,0,8.48,36.44,An toan,An toan
06/07/2025,07:30:00,34.15,64.24,178.4,325.53,169.11,0,8.26,21.34,An toan,An toan
06/07/2025,07:32:00,33.1,65.64,177.93,331.78,181.29,0,6.84,21.4,An toan,An toan
06/07/2025,07:34:00,33.23,64.2,166.56,262.37,167.95,0,4.02,37.34,An toan,An toan
06/07/2025,07:36:00,32.76,65.57,157.13,276.37,164.47,0,7.05,20.76,An toan,An toan
06/07/2025,07:38:00,34.26,64.75,130.87,290.44,167.84,0,4.94,26.6,An toan,An toan
06/07/2025,07:40:00,33.79,65.02,179.58,306.18,161.6,0,8.28,35.85,An toan,An toan
06/07/2025,07:42:00,33.88,66.82,165.06,309.57,179.34,0,7.99,39.2,An toan,An toan
06/07/2025,07:44:00,33.28,63.74,163.15,315.23,180.24,0,4.92,39.57,An toan,An toan
06/07/2025,07:46:00,33.58,64.68,188.74,301.1,191.61,0,9.72,30.12,An toan,An toan
06/07/2025,07:48:00,33.85,66.65,172.53,307.86,199.54,0,6.24,30.66,An toan,An toan
06/07/2025,07:50:00,34.39,62.85,200.92,309.33,173.31,0,4.22,20.1,An toan,An toan
06/07/2025,07:52:00,34.04,65.68,123.27,302.94,177.69,0,5.05,24.69,An toan,An toan
06/07/2025,07:54:00,33.38,65.08,135.47,283.73,198.37,0,6.37,25.33,An toan,An toan
06/07/2025,07:56:00,33.91,64.21,194.65,260.82,176.85,0,9.68,35.72,An toan,An toan
06/07/2025,07:58:00,33.47,65.14,143.09,307.66,195.25,0,6.36,30.82,An toan,An toan
06/07/2025,08:00:00,33.14,65.83,156.14,310.34,159.98,0,8.92,23.01,An toan,An toan
06/07/2025,08:02:00,33.37,66.7,171.58,306.66,198.38,0,4.51,20.64,An toan,An toan
06/07/2025,08:04:00,33.03,66.4,165.04,313.78,179.73,0,9.87,27.67,An toan,An toan
06/07/2025,08:06:00,33.0,65.14,151.27,270.42,183.21,0,7.48,37.39,An toan,An toan
06/07/2025,08:08:00,34.1,67.82,158.57,266.97,179.83,0,7.96,30.67,An toan,An toan
06/07/2025,08:10:00,33.1,65.96,172.92,278.9,179.62,0,4.07,37.53,An toan,An toan
06/07/2025,08:12:00,33.26,65.54,163.67,269.44,187.01,0,6.38,36.45,An toan,An toan
06/07/2025,08:14:00,33.05,64.87,165.86,283.16,184.09,0,4.11,24.76,An toan,An toan
06/07/2025,08:16:00,34.3,66.08,160.74,299.01,187.16,0,4.5,27.06,An toan,An toan
06/07/2025,08:18:00,33.54,63.69,175.05,295.02,183.51,0,6.73,28.21,An toan,An toan
06/07/2025,08:20:00,34.02,66.34,159.23,291.49,178.39,0,8.53,39.9,An toan,An toan
06/07/2025,08:22:00,32.33,64.59,179.24,285.41,161.99,0,8.19,26.15,An toan,An toan
06/07/2025,08:24:00,31.59,66.34,177.11,285.85,193.08,0,8.94,26.01,An toan,An toan
06/07/2025,08:26:00,32.86,66.48,162.03,272.82,185.12,0,6.63,29.8,An toan,An toan
06/07/2025,08:28:00,32.85,64.73,162.67,299.51,159.66,0,9.49,38.5,An toan,An toan
06/07/2025,08:30:00,32.55,65.99,176.85,310.58,186.06,0,6.83,36.37,An toan,An toan
06/07/2025,08:32:00,33.01,67.12,152.92,324.97,176.52,0,7.72,29.07,An toan,An toan
06/07/2025,08:34:00,33.84,66.92,167.19,263.24,172.37,0,5.06,21.82,An toan,An toan
06/07/2025,08:36:00,32.62,63.48,185.08,262.91,170.41,0,7.8,28.34,An toan,An toan
06/07/2025,08:38:00,33.07,65.21,179.81,289.14,190.45,0,5.66,38.16,An toan,An toan
06/07/2025,08:40:00,33.68,66.17,195.21,297.04,194.66,0,5.98,36.79,An toan,An toan
06/07/2025,08:42:00,33.01,65.24,157.42,244.52,177.93,0,7.66,23.99,An toan,An toan
06/07/2025,08:44:00,33.35,65.84,187.83,288.87,183.94,0,6.76,34.35,An toan,An toan
06/07/2025,08:46:00,33.28,67.47,176.35,311.49,180.62,0,8.31,21.51,An toan,An toan
06/07/2025,08:48:00,33.41,65.29,141.98,276.34,180.02,0,5.09,39.73,An toan,An toan
06/07/2025,08:50:00,33.62,66.52,166.33,281.42,194.44,0,9.58,26.26,An toan,An toan
06/07/2025,08:52:00,33.58,64.83,167.53,276.36,171.95,0,8.35,30.79,An toan,An toan
06/07/2025,08:54:00,32.72,64.33,170.15,246.8,163.07,0,8.79,38.3,An toan,An toan
06/07/2025,08:56:00,33.56,66.16,169.1,277.75,189.45,0,5.91,37.29,An toan,An toan
06/07/2025,08:58:00,33.52,66.62,172.77,262.62,166.21,0,6.35,22.88,An toan,An toan
06/07/2025,09:00:00,32.67,66.04,185.2,275.75,179.32,0,4.3,28.78,An toan,An toan
06/07/2025,09:02:00,32.44,68.4,161.0,235.44,156.2,0,6.69,37.23,An toan,An toan
06/07/2025,09:04:00,32.01,66.14,180.72,249.06,185.67,0,6.84,28.24,An toan,An toan
06/07/2025,09:06:00,31.67,66.88,184.45,267.14,177.88,0,5.05,30.41,An toan,An toan
06/07/2025,09:08:00,32.22,66.47,162.03,255.1,192.53,0,9.49,31.81,An toan,An toan
06/07/2025,09:10:00,32.18,64.99,180.58,279.5,187.55,0,8.07,24.14,An toan,An toan
06/07/2025,09:12:00,32.27,65.23,169.86,282.66,175.46,0,8.32,22.29,An toan,An toan
06/07/2025,09:14:00,32.56,65.79,167.58,254.72,189.23,0,7.67,33.57,An toan,An toan
06/07/2025,09:16:00,32.32,65.84,153.92,236.74,181.86,0,8.75,22.82,An toan,An toan
06/07/2025,09:18:00,32.36,67.11,171.51,257.96,183.06,0,4.12,22.69,An toan,An toan
06/07/2025,09:20:00,31.9,66.01,154.42,223.34,186.29,0,6.89,20.13,An toan,An toan
06/07/2025,09:22:00,32.15,64.66,155.59,286.95,183.59,0,9.42,23.07,An toan,An toan
06/07/2025,09:24:00,31.4,67.98,153.84,298.1,172.54,0,4.39,21.76,An toan,An toan
06/07/2025,09:26:00,31.87,66.25,178.53,252.11,185.55,0,7.66,23.0,An toan,An toan
06/07/2025,09:28:00,32.47,68.07,159.34,250.94,189.9,0,6.33,21.03,An toan,An toan
06/07/2025,09:30:00,32.82,66.79,154.69,272.82,177.85,0,5.38,39.93,An toan,An toan
06/07/2025,09:32:00,32.09,66.2,137.8,310.61,181.41,0,4.31,22.11,An toan,An toan
06/07/2025,09:34:00,31.97,66.27,180.37,292.83,181.26,0,8.7,36.8,An toan,An toan
06/07/2025,09:36:00,32.54,64.79,173.53,289.69,192.88,0,8.35,39.27,An toan,An toan
06/07/2025,09:38:00,32.42,65.57,164.08,326.18,180.51,0,7.93,33.9,An toan,An toan
06/07/2025,09:40:00,32.22,65.85,172.67,292.34,166.82,0,8.23,39.49,An toan,An toan
06/07/2025,09:42:00,31.93,67.51,164.23,282.34,177.69,0,5.8,25.27,An toan,An toan
06/07/2025,09:44:00,32.16,66.21,169.99,308.95,168.21,0,9.68,22.53,An toan,An toan
06/07/2025,09:46:00,33.34,65.06,166.53,288.79,170.28,0,4.45,23.51,An toan,An toan
06/07/2025,09:48:00,31.44,68.62,189.08,269.41,183.25,0,8.85,27.69,An toan,An toan
06/07/2025,09:50:00,32.32,66.57,155.69,282.18,201.35,0,7.99,38.89,An toan,An toan
06/07/2025,09:52:00,32.06,67.1,149.77,274.71,179.38,0,7.97,21.04,An toan,An toan
06/07/2025,09:54:00,32.45,66.09,171.22,291.97,171.87,0,7.32,25.69,An toan,An toan
06/07/2025,09:56:00,32.5,67.49,147.89,307.41,209.53,0,5.09,25.12,An toan,An toan
06/07/2025,09:58:00,32.3,66.15,140.98,271.64,181.91,0,5.17,24.66,An toan,An toan
06/07/2025,10:00:00,31.88,67.44,166.46,247.67,182.01,0,5.83,37.86,An toan,An toan
06/07/2025,10:02:00,31.84,69.43,149.05,279.76,155.92,0,5.72,27.05,An toan,An toan
06/07/2025,10:04:00,31.48,67.68,133.1,247.34,179.57,0,4.79,36.31,An toan,An toan
06/07/2025,10:06:00,31.11,66.95,161.9,244.48,166.97,0,8.59,21.12,An toan,An toan
06/07/2025,10:08:00,32.28,67.42,152.02,286.04,182.02,0,6.01,38.11,An toan,An toan
06/07/2025,10:10:00,32.21,69.32,142.68,265.28,188.28,0,4.44,22.64,An toan,An toan
06/07/2025,10:12:00,30.82,67.77,155.11,256.95,172.26,0,9.21,23.1,An toan,An toan
06/07/2025,10:14:00,31.07,66.31,138.5,286.09,190.12,0,8.94,27.61,An toan,An toan
06/07/2025,10:16:00,31.27,66.21,144.43,245.99,167.95,0,5.36,27.46,An toan,An toan
06/07/2025,10:18:00,31.84,67.43,181.2,270.98,176.75,0,4.86,24.95,An toan,An toan
06/07/2025,10:20:00,31.15,67.77,150.34,259.87,190.16,0,6.8,20.52,An toan,An toan
06/07/2025,10:22:00,31.2,69.44,161.02,292.3,175.6,0,5.98,35.87,An toan,An toan
06/07/2025,10:24:00,31.45,66.1,171.54,288.43,198.08,0,4.54,32.17,An toan,An toan
06/07/2025,10:26:00,31.63,68.19,158.14,280.2,196.2,0,7.97,27.37,An toan,An toan
06/07/2025,10:28:00,31.55,67.01,147.22,259.79,184.8,0,9.31,24.18,An toan,An toan
06/07/2025,10:30:00,30.87,68.39,166.88,291.44,176.17,0,6.24,38.93,An toan,An toan
06/07/2025,10:32:00,31.66,66.69,153.72,296.39,185.63,0,6.24,30.69,An toan,An toan
06/07/2025,10:34:00,31.13,68.39,180.15,267.97,174.17,0,4.28,32.18,An toan,An toan
06/07/2025,10:36:00,31.68,67.86,170.77,252.16,176.26,0,5.31,21.88,An toan,An toan
06/07/2025,10:38:00,30.83,65.59,138.29,285.95,164.7,0,5.64,24.93,An toan,An toan
06/07/2025,10:40:00,31.74,65.78,157.19,302.82,182.56,0,9.91,27.11,An toan,An toan
06/07/2025,10:42:00,31.89,68.53,149.48,318.82,177.45,0,7.15,37.67,An toan,An toan
06/07/2025,10:44:00,31.22,66.23,148.38,273.21,182.62,0,4.8,33.78,An toan,An toan
06/07/2025,10:46:00,30.0,66.74,178.92,265.93,183.5,0,4.27,24.46,An toan,An toan
06/07/2025,10:48:00,31.89,68.09,161.61,258.94,182.66,0,5.07,35.37,An toan,An toan
06/07/2025,10:50:00,31.47,67.13,169.12,243.22,184.88,0,4.68,37.88,An toan,An toan
06/07/2025,10:52:00,30.56,67.69,190.35,306.42,170.4,0,5.48,39.91,An toan,An toan
06/07/2025,10:54:00,31.26,65.82,149.29,235.52,184.91,0,6.37,36.64,An toan,An toan
06/07/2025,10:56:00,30.45,65.69,156.43,252.41,175.75,0,6.66,24.03,An toan,An toan
06/07/2025,10:58:00,31.46,65.91,137.43,266.2,195.56,0,4.35,35.54,An toan,An toan
06/07/2025,11:00:00,30.75,69.07,172.32,250.64,183.54,0,6.5,32.14,An toan,An toan
06/07/2025,11:02:00,29.89,70.1,168.25,297.06,178.07,0,9.55,36.41,An toan,An toan
06/07/2025,11:04:00,29.58,69.59,164.15,268.38,164.89,0,7.77,38.88,An toan,An toan
06/07/2025,11:06:00,30.15,68.42,166.22,254.03,178.17,0,9.81,37.52,An toan,An toan
06/07/2025,11:08:00,30.47,67.9,124.16,242.38,183.09,0,5.93,33.74,An toan,An toan
06/07/2025,11:10:00,30.32,68.91,173.94,287.27,176.48,0,6.29,35.37,An toan,An toan
06/07/2025,11:12:00,30.02,69.23,151.63,233.29,186.76,0,10.0,24.46,An toan,An toan
06/07/2025,11:14:00,29.87,68.0,147.6,217.24,171.03,0,8.38,35.61,An toan,An toan
06/07/2025,11:16:00,29.24,67.72,148.35,247.35,202.0,0,8.83,29.83,An toan,An toan
06/07/2025,11:18:00,29.67,69.74,121.73,265.85,188.79,0,7.4,27.56,An toan,An toan
06/07/2025,11:20:00,29.88,67.79,166.69,253.71,192.39,0,8.96,35.51,An toan,An toan
06/07/2025,11:22:00,30.56,69.98,161.27,235.79,167.79,0,7.57,35.72,An toan,An toan
06/07/2025,11:24:00,29.62,68.44,168.64,254.67,186.46,0,4.71,36.32,An toan,An toan
06/07/2025,11:26:00,29.56,70.46,164.8,270.55,171.74,0,8.05,37.43,An toan,An toan
06/07/2025,11:28:00,30.06,69.91,155.46,284.11,173.41,0,8.25,24.36,An toan,An toan
06/07/2025,11:30:00,29.91,69.01,143.91,286.66,175.33,0,8.56,20.78,An toan,An toan
06/07/2025,11:32:00,29.35,68.25,171.69,265.54,186.2,0,9.32,36.78,An toan,An toan
06/07/2025,11:34:00,30.35,67.64,166.39,287.01,166.22,0,5.25,29.64,An toan,An toan
06/07/2025,11:36:00,30.84,68.3,175.94,260.82,182.92,0,8.65,31.89,An toan,An toan
06/07/2025,11:38:00,30.07,67.94,140.45,296.49,176.74,0,7.1,23.02,An toan,An toan
06/07/2025,11:40:00,30.81,71.05,164.22,295.52,190.44,0,9.9,24.92,An toan,An toan
06/07/2025,11:42:00,30.77,69.14,157.81,270.38,157.62,0,9.68,38.9,An toan,An toan
06/07/2025,11:44:00,30.02,68.77,144.23,270.47,174.73,0,8.06,24.12,An toan,An toan
06/07/2025,11:46:00,30.93,70.08,165.2,279.13,191.37,0,9.86,32.18,An toan,An toan
06/07/2025,11:48:00,30.31,69.82,147.7,262.48,185.8,0,7.72,37.87,An toan,An toan
06/07/2025,11:50:00,30.45,68.67,166.58,297.99,181.66,0,5.67,22.92,An toan,An toan
06/07/2025,11:52:00,29.91,67.16,142.04,245.25,182.4,0,5.63,25.17,An toan,An toan
06/07/2025,11:54:00,30.26,69.63,175.72,239.49,180.06,0,8.39,27.64,An toan,An toan
06/07/2025,11:56:00,30.58,68.71,147.03,231.81,176.55,0,5.43,29.49,An toan,An toan
06/07/2025,11:58:00,29.77,70.34,153.89,307.33,177.76,0,6.51,27.18,An toan,An toan
06/07/2025,12:00:00,28.75,69.93,149.5,291.38,196.04,0,8.87,33.72,An toan,An toan
06/07/2025,12:02:00,28.55,70.8,135.22,300.74,164.66,0,8.91,30.15,An toan,An toan
06/07/2025,12:04:00,29.65,69.15,161.02,290.91,177.06,0,4.35,30.71,An toan,An toan
06/07/2025,12:06:00,28.67,70.83,171.67,259.28,179.36,0,8.44,34.66,An toan,An toan
06/07/2025,12:08:00,28.2,70.16,139.87,278.66,172.4,0,7.09,38.48,An toan,An toan
06/07/2025,12:10:00,27.94,70.17,149.69,274.44,175.76,0,7.97,30.98,An toan,An toan
06/07/2025,12:12:00,27.95,71.29,151.62,285.79,173.17,0,7.69,31.15,An toan,An toan
06/07/2025,12:14:00,29.09,70.4,178.29,260.87,197.11,0,5.12,39.25,An toan,An toan
06/07/2025,12:16:00,28.92,70.18,180.74,267.2,188.53,0,9.84,36.02,An toan,An toan
06/07/2025,12:18:00,29.07,70.85,137.01,296.04,191.53,0,5.88,27.61,An toan,An toan
06/07/2025,12:20:00,28.09,70.61,146.71,269.92,173.03,0,8.88,30.28,An toan,An toan
06/07/2025,12:22:00,28.26,68.8,156.55,277.66,186.7,0,4.86,22.43,An toan,An toan
06/07/2025,12:24:00,29.08,69.21,127.71,297.46,178.19,0,4.44,21.13,An toan,An toan
06/07/2025,12:26:00,28.27,70.66,143.65,274.6,191.48,0,7.79,27.78,An toan,An toan
06/07/2025,12:28:00,29.55,71.27,147.64,247.99,173.71,0,4.51,34.93,An toan,An toan
06/07/2025,12:30:00,28.44,70.71,179.49,294.96,192.51,0,8.75,32.26,An toan,An toan
06/07/2025,12:32:00,28.72,69.48,170.92,249.23,164.49,0,8.16,39.18,An toan,An toan
06/07/2025,12:34:00,28.12,70.33,151.9,270.58,177.47,0,6.61,28.48,An toan,An toan
06/07/2025,12:36:00,28.73,71.14,160.16,261.14,200.55,0,4.74,29.74,An toan,An toan
06/07/2025,12:38:00,27.79,70.48,165.98,243.31,196.13,0,4.82,30.36,An toan,An toan
06/07/2025,12:40:00,29.13,70.43,165.54,239.05,185.51,0,9.13,35.52,An toan,An toan
06/07/2025,12:42:00,28.88,68.95,169.66,289.6,191.48,0,9.07,37.16,An toan,An toan
06/07/2025,12:44:00,29.08,70.97,138.77,268.88,176.03,0,6.25,26.5,An toan,An toan
06/07/2025,12:46:00,28.76,68.85,139.99,282.84,172.41,0,8.22,37.79,An toan,An toan
06/07/2025,12:48:00,29.51,69.36,168.84,254.44,191.51,0,7.83,30.62,An toan,An toan
06/07/2025,12:50:00,28.61,69.29,169.72,270.8,172.93,0,8.91,33.78,An toan,An toan
06/07/2025,12:52:00,28.53,68.89,148.72,256.45,165.82,0,6.96,21.59,An toan,An toan
06/07/2025,12:54:00,29.13,69.75,163.56,236.77,196.1,0,6.17,26.87,An toan,An toan
06/07/2025,12:56:00,28.59,69.49,156.72,260.55,161.45,0,5.08,30.62,An toan,An toan
06/07/2025,12:58:00,28.92,69.57,180.85,267.58,161.87,0,7.82,36.74,An toan,An toan
06/07/2025,13:00:00,27.64,69.6,136.82,280.09,174.43,0,7.15,39.6,An toan,An toan
06/07/2025,13:02:00,28.73,71.82,160.45,290.62,173.55,0,4.87,32.03,An toan,An toan
06/07/2025,13:04:00,27.24,70.69,125.14,280.7,166.87,0,6.59,38.37,An toan,An toan
06/07/2025,13:06:00,26.82,69.52,148.45,311.77,170.29,0,9.59,30.73,An toan,An toan
06/07/2025,13:08:00,26.44,74.24,153.04,253.35,172.92,0,9.69,39.71,An toan,An toan
06/07/2025,13:10:00,27.63,68.47,139.36,259.5,181.1,0,8.79,27.46,An toan,An toan
06/07/2025,13:12:00,27.54,70.7,136.04,273.84,174.94,0,8.12,32.98,An toan,An toan
06/07/2025,13:14:00,27.05,72.83,154.58,284.01,170.68,0,6.68,32.31,An toan,An toan
06/07/2025,13:16:00,28.09,70.58,140.29,280.14,181.3,0,5.26,33.05,An toan,An toan
06/07/2025,13:18:00,27.82,70.62,142.86,273.57,187.84,0,9.85,35.74,An toan,An toan
